iter	Logloss
242	0.08396223972
243	0.08384759803
244	0.08366988835
245	0.08357090699
246	0.08341921756
247	0.08323171013
248	0.08292227795
249	0.08271350861
250	0.08252401854
251	0.08241896378
252	0.0822726852
253	0.08213492946
254	0.08189810703
255	0.08182394128
256	0.08173748819
257	0.08145510523
258	0.08131322861
259	0.08120666805
260	0.0810803564
261	0.0809297662
262	0.08082038478
263	0.08058911374
264	0.08050094906
265	0.08032736527
266	0.08014905829
267	0.0800113176
268	0.07983846664
269	0.07972971264
270	0.07964226572
271	0.0794235882
272	0.07930517699
273	0.0792067578
274	0.07911329269
275	0.07900881516
276	0.0789159574
277	0.07880188791
278	0.07865508732
279	0.07855150323
280	0.07838015305
281	0.0782957579
282	0.07818283282
283	0.07811296363
284	0.0780204271
285	0.07787555895
286	0.07776254353
287	0.07769557551
288	0.07760006252
289	0.07745955618
290	0.07737786142
291	0.07727774068
292	0.07716109125
293	0.0770288367
294	0.07692187962
295	0.07683329331
296	0.07674448616
297	0.07657290509
298	0.07649972815
299	0.07638951352
300	0.07631060952
301	0.07621680812
302	0.07611165298
303	0.07597390225
304	0.07590993078
305	0.07575429615
306	0.07565295069
307	0.07559835534
308	0.07552628768
309	0.07533839376
310	0.07528072156
311	0.07514714693
312	0.07506043284
313	0.07486784082
314	0.07477818539
315	0.07469819721
316	0.07461475071
317	0.07453370345
318	0.07445836318
319	0.07438644108
320	0.07427845503
321	0.07419444134
322	0.07412164588
323	0.07403408352
324	0.07389181539
325	0.0736856059
326	0.07358484268
327	0.07348753277
328	0.0734002816
329	0.07331202658
330	0.07324321145
331	0.07315733056
332	0.07308339571
333	0.07301768253
334	0.07292851398
335	0.07285190382
336	0.07278037322
337	0.07265092448
338	0.07258154217
339	0.07249917482
340	0.07243565007
341	0.07230926313
342	0.07219804965
343	0.0720999015
344	0.07202904852
345	0.07194758967
346	0.07178903881
347	0.0716576526
348	0.0715960854
349	0.07153059809
350	0.07145280336
351	0.07137859746
352	0.07122816789
353	0.0711426484
354	0.07107087186
355	0.07098309366
356	0.0708870185
357	0.07081785704
358	0.07069643422
359	0.07061534681
360	0.07051127584
361	0.07041639027
362	0.07035205239
363	0.07015006919
364	0.07008417531
365	0.06994930067
366	0.06988022453
367	0.06980417151
368	0.0697317023
369	0.06957240858
370	0.06947372838
371	0.06938811854
372	0.06930314114
373	0.0691753789
374	0.06901141719
375	0.06891352001
376	0.06881952788
377	0.06871660634
378	0.06863330038
379	0.06855037087
380	0.0683991382
381	0.06830677233
382	0.06821627366
383	0.0681220155
384	0.06799676293
385	0.06792252189
386	0.06784247348
387	0.06779296273
388	0.06771619696
389	0.06765726993
390	0.06756119477
391	0.06748182899
392	0.06741666292
393	0.06727864115
394	0.06719649967
395	0.06712489881
396	0.06704035307
397	0.06694551769
398	0.06684560776
399	0.06674399627
400	0.06666797839
401	0.06659986094
402	0.06652943461
403	0.06646154303
404	0.06636966906
405	0.06623435271
406	0.06616485997
407	0.06609894602
408	0.06602978455
409	0.06596399608
410	0.06588134766
411	0.06580844678
412	0.06568817339
413	0.06561659261
414	0.06553807008
415	0.06548236044
416	0.06542819174
417	0.06535706771
418	0.06524507623
419	0.06517949355
420	0.06511760511
421	0.06506669396
422	0.06499853636
423	0.06492759805
424	0.06486001266
425	0.06467478903
426	0.0646071685
427	0.06455023916
428	0.06447369425
429	0.06441408459
430	0.06432070481
431	0.06426483455
432	0.06416620455
433	0.06409258592
434	0.06403333764
435	0.06397416466
436	0.06389973289
437	0.06384566458
438	0.06372426686
439	0.06366469735
440	0.06359343278
441	0.06351531179
442	0.06344848432
443	0.06335143541
444	0.0632774353
445	0.06312679492
446	0.06303616072
447	0.06296171389
448	0.06288838638
449	0.062766818
450	0.06269552833
451	0.06263831289
452	0.06248651304
453	0.06242378636
454	0.06234690014
455	0.0622780047
456	0.06219608909
457	0.06212384575
458	0.06206091831
459	0.06200605192
460	0.06194743106
461	0.06188139163
462	0.06182868355
463	0.06172078283
464	0.06166193109
465	0.06153186999
466	0.06145474785
467	0.06139535402
468	0.06133231113
469	0.06122559999
470	0.06108331178
471	0.06103567324
472	0.06096958863
473	0.06091723191
474	0.06080457788
475	0.06076030731
476	0.06069384123
477	0.06060743834
478	0.06054919393
479	0.06043416073
480	0.06037092711
481	0.06030430041
482	0.06023222773
483	0.06016762382
484	0.06012823205
485	0.06006369842
486	0.06001010694
487	0.05983277371
488	0.05978313245
489	0.0596496582
490	0.05958741841
491	0.05947681728
492	0.05942173004
493	0.05935444581
494	0.059296096
495	0.05924294622
496	0.05919070997
497	0.05912882152
498	0.05901620263
499	0.0589576922
500	0.05887323681
501	0.05881039469
502	0.05875521208
503	0.05870255922
504	0.05862429769
505	0.0585630718
506	0.05850804479
507	0.05844804362
508	0.05831225546
509	0.05825502496
510	0.05820645282
511	0.05816206681
512	0.058120848
513	0.05804619036
514	0.05799277456
515	0.05793663326
516	0.05788770475
517	0.05784699289
518	0.05775266948
519	0.05769475636
520	0.05763073971
521	0.05757765017
522	0.05752040461
523	0.05747348886
524	0.0574182661
525	0.05735832014
526	0.05730597847
527	0.05717553089
528	0.05713627464
529	0.05708064029
530	0.05700324209
531	0.05689217919
532	0.0567790182
533	0.05672660627
534	0.05660604678
535	0.05648222973
536	0.05637835452
537	0.05633112757
538	0.05628301219
539	0.05622961145
540	0.05615420091
541	0.05609074643
542	0.05596615641
543	0.05591574217
544	0.05581778978
545	0.05577604896
546	0.05571752849
547	0.05566326443
548	0.0556100243
549	0.05550414136
550	0.0554553835
551	0.0554027708
552	0.05535408823
553	0.05525638681
554	0.05518053958
555	0.05511157889
556	0.05499101438
557	0.05493207229
558	0.05480093203
559	0.05474346562
560	0.05465599361
561	0.0545814213
562	0.05450911271
563	0.05446019424
564	0.05440383208
565	0.05435192209
566	0.05424927661
567	0.05419117777
568	0.05413267738
569	0.05408424578
570	0.05404289647
571	0.05397336859
572	0.05393257643
573	0.05388649388
574	0.05383915148
575	0.05372066498
576	0.05367181678
577	0.05363557715
578	0.05355387738
579	0.05350666548
580	0.05346144626
581	0.05341435483
582	0.05331207075
583	0.05326212833
584	0.05321694424
585	0.05316887906
586	0.05309781526
587	0.05303889827
588	0.05297931872
589	0.05289294092
590	0.05284960897
591	0.05280412875
592	0.05274100555
593	0.05269582146
594	0.0526535235
595	0.05261307767
596	0.05252955587
597	0.05248344321
598	0.05238963679
599	0.05234619944
600	0.05230181845
601	0.05220659156
602	0.05210826271
603	0.05206648676
604	0.05202248222
605	0.05198075646
606	0.05191248844
607	0.05179964869
608	0.0517151682
609	0.05162826337
610	0.05158681368
611	0.05149967796
612	0.05145402206
613	0.05140992717
614	0.05136531027
615	0.05132123044
616	0.05128100546
617	0.05118758051
618	0.05113712612
619	0.05104932283
620	0.05093680432
621	0.05089549014
622	0.05083754188
623	0.05074726908
624	0.05070479544
625	0.05066605618
626	0.05052029459
627	0.05048084259
628	0.05043776663
629	0.05035266876
630	0.05026309867
631	0.05019034335
632	0.05013610438
633	0.05001219699
634	0.04991788362
635	0.04987734744
636	0.04983403557
637	0.04979854383
638	0.04969658099
639	0.04960613251
640	0.04956667549
641	0.04952806172
642	0.04945144653
643	0.04937137805
644	0.04933408436
645	0.04929556596
646	0.04925833752
647	0.04921783146
648	0.0491628948
649	0.04912604282
650	0.04908767499
651	0.04904935736
652	0.04896153902
653	0.048922082
654	0.04885026028
655	0.04878682588
656	0.04873363595
657	0.04869649285
658	0.04865822541
659	0.04862120277
660	0.04853025236
661	0.04847711262
662	0.04841730218
663	0.0483006377
664	0.04820645985
665	0.04816945729
666	0.04809181816
667	0.04803699192
668	0.04797879269
669	0.04794228704
670	0.04788894151
671	0.04781547346
672	0.04777774811
673	0.04774020848
674	0.04770456615
675	0.04762784054
676	0.04753379822
677	0.04749950108
678	0.04746580626
679	0.0474313234
680	0.04739170576
681	0.04734876532
682	0.04727677797
683	0.04723846034
684	0.04716114747
685	0.04709228716
686	0.04702088205
687	0.04694467846
688	0.0468473585
689	0.04681242391
690	0.04677898005
691	0.04671199196
692	0.04667627435
693	0.04664219304
694	0.04656795201
695	0.04650764465
696	0.04647252434
697	0.04638396815
698	0.04627869757
699	0.04624435023
700	0.04621060522
701	0.04617681001
702	0.04614625228
703	0.04611307947
704	0.0460444099
705	0.04601145293
706	0.04591391714
707	0.0458295019
708	0.045732714
709	0.04567840978
710	0.04564506129
711	0.04561203404
712	0.04558024657
713	0.04554768613
714	0.04551540174
715	0.04544517116
716	0.04533901215
717	0.04528952147
718	0.04525746797
719	0.04520116605
720	0.0451691226
721	0.04509793332
722	0.04501303623
723	0.04490557219
724	0.04483266128
725	0.04480189775
726	0.04471971612
727	0.0446286854
728	0.04455983011
729	0.04450766915
730	0.04447716161
731	0.04444553978
732	0.0444148666
733	0.04434356689
734	0.04431276823
735	0.04428256185
736	0.04425319872
737	0.04415563282
738	0.04412500482
739	0.04405632521
740	0.04397617641
741	0.04394599513
742	0.04391602968
743	0.0438867067
744	0.04380848533
745	0.04373884703
746	0.04370946884
747	0.04361885472
748	0.04356128291
749	0.04348923031
750	0.04341522016
751	0.04336007771
752	0.04329386761
753	0.04326387205
754	0.04323509618
755	0.04314239402
756	0.04308085191
757	0.04302503686
758	0.04293689728
759	0.04290749399
760	0.04287827642
761	0.04281793896
762	0.0427503636
763	0.04266389546
764	0.04259770042
765	0.04256932108
766	0.04251366164
767	0.0424571991
768	0.04237672906
769	0.04234768717
770	0.04228989952
771	0.04226137462
772	0.04219682091
773	0.04213869697
774	0.04211016203
775	0.0420820713
776	0.04205448502
777	0.04202685105
778	0.04196240776
779	0.04187690835
780	0.04181996396
781	0.04176650298
782	0.041680336
783	0.04165315628
784	0.04156979009
785	0.0415149237
786	0.04148743278
787	0.04146035847
788	0.04143330423
789	0.04137589806
790	0.04131630345
791	0.04129013764
792	0.0412635226
793	0.04121083962
794	0.04118476416
795	0.04115867113
796	0.04109953579
797	0.04107394971
798	0.04100782746
799	0.04098237188
800	0.04093480863
801	0.04090907448
802	0.04088364902
803	0.04079949981
804	0.04072361243
805	0.04069836265
806	0.04063723715
807	0.04061188196
808	0.04055203388
809	0.04049764683
810	0.04047258277
811	0.04039562627
812	0.04033156947
813	0.04030646525
814	0.04028253053
815	0.04025797091
816	0.0402062391
817	0.04014471456
818	0.0401204586
819	0.04004545714
820	0.03999106759
821	0.03996687186
822	0.03989604147
823	0.03987176293
824	0.03980633836
825	0.03974706248
826	0.03972321059
827	0.03969922819
828	0.03964922805
829	0.03960044259
830	0.03957677389
831	0.03950569253
832	0.03945836017
833	0.03943480692
834	0.03938378535
835	0.03931271151
836	0.0392893214
837	0.0392661446
838	0.03924284985
839	0.03919430783
840	0.03913279082
841	0.03910979974
842	0.03906133802
843	0.03901315488
844	0.0389904223
845	0.03893536517
846	0.03891256232
847	0.03884433947
848	0.03878460432
849	0.03872768252
850	0.0387050704
851	0.03863918907
852	0.03861654683
853	0.0385505877
854	0.03852791284
855	0.03847982005
856	0.03843122282
857	0.03837430854
858	0.03835210549
859	0.0383300204
860	0.03830790269
861	0.03826203346
862	0.0382097445
863	0.03818799571
864	0.03813988535
865	0.03811801107
866	0.0380768274
867	0.03801383219
868	0.0379921863
869	0.03792947468
870	0.03787584305
871	0.03783303311
872	0.03781144243
873	0.03776356045
874	0.03770189787
875	0.03768039001
876	0.03765944431
877	0.03759885336
878	0.03757776461
879	0.0375567637
880	0.03751374295
881	0.0374928625
882	0.03747222298
883	0.03743129529
884	0.03741077122
885	0.0373904178
886	0.03734713103
887	0.03730090794
888	0.03724184538
889	0.03720103565
890	0.03714195804
891	0.03712146157
892	0.03710125873
893	0.03706091329
894	0.03704083593
895	0.03698252126
896	0.03692537107
897	0.0369052636
898	0.03688534686
899	0.03684314427
900	0.03680713804
901	0.03678741204
902	0.03673093946
903	0.03668310517
904	0.03664312865
905	0.03662343276
906	0.03660386236
907	0.03655259233
908	0.03653303448
909	0.03649946263
910	0.03648018084
911	0.03646109481
912	0.03642409977
913	0.03640497358
914	0.03635592461
915	0.03630573624
916	0.03628655484
917	0.0362499739
918	0.0362310259
919	0.03618147499
920	0.03614473343
921	0.03612583562
922	0.03610738955
923	0.03605436275
924	0.03603583637
925	0.03599953902
926	0.03598119585
927	0.03594421838
928	0.03589205742
929	0.03587362641
930	0.03583356958
931	0.0357858181
932	0.03576743477
933	0.03574924971
934	0.03573123781
935	0.03569446865
936	0.03564736969
937	0.03562938038
938	0.03561151404
939	0.03557597461
940	0.03555825635
941	0.0355406711
942	0.03550705157
943	0.0354564993
944	0.03541979037
945	0.03540223774
946	0.03535248857
947	0.03532335884
948	0.03530576104
949	0.03527296217
950	0.03525553001
951	0.03522219407
952	0.035204915
953	0.03518772627
954	0.0351441559
955	0.0351270249
956	0.0351100746
957	0.03507720044
958	0.03506036809
959	0.0350116027
960	0.03498329363
961	0.03496649391
962	0.03494968414
963	0.03490320005
964	0.03488657098
965	0.0348384807
966	0.03482190433
967	0.03479506342
968	0.0347584875
969	0.03474190361
970	0.03471474648
971	0.03469828054
972	0.03465082771
973	0.03463457509
974	0.03460264708
975	0.03455600237
976	0.0345397899
977	0.03450709644
978	0.03449094421
979	0.03447494507
980	0.03442902314
981	0.03438589447
982	0.0343536904
983	0.0342839241
984	0.03426776936
985	0.03425208393
986	0.03423612494
987	0.03415362458
988	0.03412663058
989	0.03411083723
990	0.03407355861
991	0.03404122403
992	0.03402579207
993	0.03394641123
994	0.03393079858
995	0.03391528632
996	0.03388721817
997	0.0338720673
998	0.03385676836
999	0.03377810026
